Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class
24:56.9,2.117,TCP  ,17626_160,56907,EXT_SERVER,22,12,1586,1,  0xdb,0,suspicious
24:56.9,2.117,TCP  ,EXT_SERVER,22,17626_160,56907,12,2545,1,.AP.SF,0,suspicious
27:49.1,10.747,TCP  ,18851_139,60293,EXT_SERVER,22,14,2293,1,.APRSF,0,suspicious
27:49.1,10.747,TCP  ,EXT_SERVER,22,18851_139,60293,20,4233,1,.AP.SF,0,suspicious
28:10.1,0,TCP  ,11818_195,50104,EXT_SERVER,623,1,46,1,....S.,0,suspicious
28:10.1,0,TCP  ,EXT_SERVER,623,11818_195,50104,1,40,1,.A.R..,0,suspicious
28:29.5,0,TCP  ,19315_142,785,EXT_SERVER,7547,1,46,1,....S.,0,suspicious
28:29.5,0,TCP  ,EXT_SERVER,7547,19315_142,785,1,40,1,.A.R..,0,suspicious
25:40.1,0.084,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59107,7,702,1,.AP.SF,0,normal
25:40.1,0.084,TCP  ,OPENSTACK_NET,59107,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
25:40.1,0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59108,7,556,1,.AP.SF,0,normal
25:40.1,0.059,TCP  ,OPENSTACK_NET,59108,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
25:40.6,0.046,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49469,7,556,1,.AP.SF,0,normal
25:40.6,0.046,TCP  ,OPENSTACK_NET,49469,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
25:40.6,0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49470,7,702,1,.AP.SF,0,normal
25:40.6,0.06,TCP  ,OPENSTACK_NET,49470,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
25:41.5,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59109,7,639,1,.AP.SF,0,normal
25:41.5,0.053,TCP  ,OPENSTACK_NET,59109,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
25:41.9,0.062,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49471,7,639,1,.AP.SF,0,normal
25:41.9,0.062,TCP  ,OPENSTACK_NET,49471,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
28:44.6,0,TCP  ,19316_192,11389,EXT_SERVER,5358,1,46,1,....S.,0,suspicious
28:44.6,0,TCP  ,EXT_SERVER,5358,19316_192,11389,1,40,1,.A.R..,0,suspicious
25:59.4,10.253,TCP  ,10006_27,42107,EXT_SERVER,22,16,2231,1,.AP.SF,0,suspicious
25:59.4,10.253,TCP  ,EXT_SERVER,22,10006_27,42107,19,3197,1,.AP.SF,0,suspicious
29:14.6,0,TCP  ,19317_175,41951,EXT_SERVER,23,1,46,1,....S.,0,suspicious
29:14.6,0,TCP  ,EXT_SERVER,23,19317_175,41951,1,40,1,.A.R..,0,suspicious
29:16.4,0.001,TCP  ,EXT_SERVER,23,16502_145,10607,1,40,1,.A.R..,0,suspicious
29:16.4,0.001,TCP  ,16502_145,10607,EXT_SERVER,23,1,46,1,....S.,0,suspicious
29:24.4,0,TCP  ,18946_210,32206,EXT_SERVER,23,1,46,1,....S.,0,suspicious
29:24.4,0,TCP  ,EXT_SERVER,23,18946_210,32206,1,40,1,.A.R..,0,suspicious
29:30.3,0.296,TCP  ,13526_69,64747,EXT_SERVER,80,2,94,1,...RS.,0,unknown
29:30.3,0.296,TCP  ,EXT_SERVER,80,13526_69,64747,1,48,1,.A..S.,0,unknown
26:40.1,0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59126,7,561,1,.AP.SF,0,normal
26:40.1,0.074,TCP  ,OPENSTACK_NET,59126,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
26:40.1,0.093,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59127,7,1725,1,.AP.SF,0,normal
26:40.1,0.093,TCP  ,OPENSTACK_NET,59127,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
26:40.6,0.069,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49488,7,561,1,.AP.SF,0,normal
26:40.6,0.069,TCP  ,OPENSTACK_NET,49488,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
26:50.8,14.149,TCP  ,18851_139,20239,EXT_SERVER,22,18,2403,1,.AP.SF,0,suspicious
26:50.8,14.149,TCP  ,EXT_SERVER,22,18851_139,20239,26,4766,1,.AP.SF,0,suspicious
27:00.5,8.178,TCP  ,10006_27,26760,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
27:00.5,8.178,TCP  ,EXT_SERVER,22,10006_27,26760,19,3185,1,.AP.SF,0,suspicious
29:57.7,25.53,TCP  ,18851_139,28250,EXT_SERVER,22,8,1577,1,.APRSF,0,suspicious
29:57.7,25.53,TCP  ,EXT_SERVER,22,18851_139,28250,13,5173,1,.AP.SF,0,suspicious
30:49.3,0,TCP  ,19318_81,10522,EXT_SERVER,5358,1,46,1,....S.,0,suspicious
30:49.3,0,TCP  ,EXT_SERVER,5358,19318_81,10522,1,40,1,.A.R..,0,suspicious
31:02.2,0,TCP  ,EXT_SERVER,15443,19319_39,34508,1,40,1,...R..,0,suspicious
31:02.2,0,TCP  ,19319_39,34508,EXT_SERVER,15443,1,552,1,.A....,0,suspicious
28:02.4,8.709,TCP  ,10006_27,19247,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
28:02.4,8.709,TCP  ,EXT_SERVER,22,10006_27,19247,19,3185,1,.AP.SF,0,suspicious
28:40.1,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59160,7,556,1,.AP.SF,0,normal
28:40.1,0.057,TCP  ,OPENSTACK_NET,59160,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
28:40.1,0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59161,7,702,1,.AP.SF,0,normal
28:40.1,0.074,TCP  ,OPENSTACK_NET,59161,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
28:40.6,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49521,7,702,1,.AP.SF,0,normal
28:40.6,0.058,TCP  ,OPENSTACK_NET,49521,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
28:40.6,0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49522,7,556,1,.AP.SF,0,normal
28:40.6,0.063,TCP  ,OPENSTACK_NET,49522,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
28:41.2,13.001,TCP  ,18851_139,35240,EXT_SERVER,22,18,2823,1,.AP.SF,0,suspicious
28:41.2,13.001,TCP  ,EXT_SERVER,22,18851_139,35240,25,3705,1,.AP.SF,0,suspicious
31:50.8,17.757,TCP  ,18851_139,16575,EXT_SERVER,22,10,1451,1,.APRSF,0,suspicious
31:50.8,17.757,TCP  ,EXT_SERVER,22,18851_139,16575,11,3313,1,.AP.SF,0,suspicious
32:08.4,0.422,TCP  ,19320_234,23755,EXT_SERVER,22,2,92,1,...RS.,0,suspicious
32:08.4,0.422,TCP  ,EXT_SERVER,22,19320_234,23755,1,44,1,.A..S.,0,suspicious
29:03.7,8.945,TCP  ,10006_27,62377,EXT_SERVER,22,15,2179,1,.AP.SF,0,suspicious
29:03.7,8.945,TCP  ,EXT_SERVER,22,10006_27,62377,19,3185,1,.AP.SF,0,suspicious
32:08.8,7.643,TCP  ,10006_27,12532,EXT_SERVER,22,13,1865,1,.APRSF,0,suspicious
32:08.8,7.643,TCP  ,EXT_SERVER,22,10006_27,12532,14,3593,1,.AP.SF,0,suspicious
33:02.4,0,TCP  ,19321_160,6224,EXT_SERVER,7547,1,46,1,....S.,0,suspicious
33:02.4,0,TCP  ,EXT_SERVER,7547,19321_160,6224,1,40,1,.A.R..,0,suspicious
30:05.7,12.541,TCP  ,10006_27,49876,EXT_SERVER,22,17,2291,1,.AP.SF,0,suspicious
30:05.7,12.541,TCP  ,EXT_SERVER,22,10006_27,49876,19,4229,1,.AP.SF,0,suspicious
33:46.6,7.524,TCP  ,18851_139,29278,EXT_SERVER,22,7,1029,1,.APRSF,0,suspicious
33:46.6,7.524,TCP  ,EXT_SERVER,22,18851_139,29278,8,1473,1,.AP.SF,0,suspicious
33:55.2,0,TCP  ,19322_156,31554,EXT_SERVER,23,1,46,1,....S.,0,suspicious
33:55.2,0,TCP  ,EXT_SERVER,23,19322_156,31554,1,40,1,.A.R..,0,suspicious
30:51.8,11.065,TCP  ,18851_139,26609,EXT_SERVER,22,15,2811,1,.AP.SF,0,suspicious
30:51.8,11.065,TCP  ,EXT_SERVER,22,18851_139,26609,22,5245,1,.AP.SF,0,suspicious
31:07.5,9.379,TCP  ,10006_27,29255,EXT_SERVER,22,15,2179,1,.AP.SF,0,suspicious
31:07.5,9.379,TCP  ,EXT_SERVER,22,10006_27,29255,19,3185,1,.AP.SF,0,suspicious
34:13.5,8.832,TCP  ,10006_27,33428,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious
34:13.5,8.832,TCP  ,EXT_SERVER,22,10006_27,33428,20,3249,1,.AP.SF,0,suspicious
31:29.8,0,UDP  ,19323_126,44242,EXT_SERVER,1900,1,122,1,......,0,suspicious
31:29.8,0,ICMP ,EXT_SERVER,0,19323_126,3.3,1,150,1,......,0,suspicious
31:40.1,0.083,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59210,7,561,1,.AP.SF,0,normal
31:40.1,0.083,TCP  ,OPENSTACK_NET,59210,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
31:40.1,0.103,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59211,7,1725,1,.AP.SF,0,normal
31:40.1,0.103,TCP  ,OPENSTACK_NET,59211,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
31:40.1,0.086,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59212,7,702,1,.AP.SF,0,normal
31:40.1,0.086,TCP  ,OPENSTACK_NET,59212,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
31:40.1,0.081,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59213,7,556,1,.AP.SF,0,normal
31:40.1,0.081,TCP  ,OPENSTACK_NET,59213,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
31:40.6,0.043,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49574,7,556,1,.AP.SF,0,normal
31:40.6,0.043,TCP  ,OPENSTACK_NET,49574,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
31:40.6,0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49575,7,702,1,.AP.SF,0,normal
31:40.6,0.055,TCP  ,OPENSTACK_NET,49575,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
31:40.6,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49576,7,561,1,.AP.SF,0,normal
31:40.6,0.052,TCP  ,OPENSTACK_NET,49576,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
31:41.5,0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59214,7,639,1,.AP.SF,0,normal
31:41.5,0.052,TCP  ,OPENSTACK_NET,59214,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
31:41.9,0.066,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49577,7,639,1,.AP.SF,0,normal
31:41.9,0.066,TCP  ,OPENSTACK_NET,49577,EXT_SERVER,8000,5,568,1,.AP.SF,0,normal
34:43.2,28.056,TCP  ,18851_139,37023,EXT_SERVER,22,11,1901,1,.APRSF,0,suspicious
34:43.2,28.056,TCP  ,EXT_SERVER,22,18851_139,37023,20,6037,1,.AP.SF,0,suspicious
32:09.2,17.306,TCP  ,19320_234,45918,EXT_SERVER,22,17,1988,1,.AP.SF,0,suspicious
32:09.2,17.306,TCP  ,EXT_SERVER,22,19320_234,45918,23,3545,1,.AP.SF,0,suspicious
32:48.3,19.864,TCP  ,18851_139,48830,EXT_SERVER,22,21,2643,1,.AP.SF,0,suspicious
32:48.3,19.864,TCP  ,EXT_SERVER,22,18851_139,48830,30,4045,1,.AP.SF,0,suspicious
33:09.3,9.267,TCP  ,10006_27,60600,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
33:09.3,9.267,TCP  ,EXT_SERVER,22,10006_27,60600,19,3185,1,.AP.SF,0,suspicious
33:20.1,3.093,TCP  ,17626_160,58881,EXT_SERVER,22,12,1586,1,  0xdb,0,suspicious
33:20.1,3.093,TCP  ,EXT_SERVER,22,17626_160,58881,13,2653,1,.AP.SF,0,suspicious
36:38.6,8.408,TCP  ,18851_139,50912,EXT_SERVER,22,7,1313,1,.APRSF,0,suspicious
36:38.6,8.408,TCP  ,EXT_SERVER,22,18851_139,50912,10,2454,1,.AP.SF,0,suspicious
36:48.2,0,TCP  ,EXT_SERVER,23,19324_137,56933,1,40,1,.A.R..,0,suspicious
36:48.2,0,TCP  ,19324_137,56933,EXT_SERVER,23,1,46,1,....S.,0,suspicious
37:03.0,1.031,TCP  ,19325_36,2001,EXT_SERVER,445,3,144,1,....S.,0,suspicious
37:03.0,1.031,TCP  ,EXT_SERVER,445,19325_36,2001,3,120,1,.A.R..,0,suspicious
37:07.3,0,TCP  ,19326_51,36543,EXT_SERVER,23,1,46,1,....S.,0,suspicious
37:07.3,0,TCP  ,EXT_SERVER,23,19326_51,36543,1,40,1,.A.R..,0,suspicious
34:27.9,0,UDP  ,19327_67,22039,EXT_SERVER,1900,1,122,1,......,0,suspicious
34:27.9,0,ICMP ,EXT_SERVER,0,19327_67,3.3,1,150,1,......,0,suspicious
34:36.3,0,ICMP ,10177_44,0,EXT_SERVER,8,1,46,1,......,0,suspicious
34:36.3,0,ICMP ,EXT_SERVER,0,10177_44,0,1,32,1,......,0,suspicious
34:40.1,0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59261,7,556,1,.AP.SF,0,normal
34:40.1,0.068,TCP  ,OPENSTACK_NET,59261,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
34:40.1,0.09,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59262,7,702,1,.AP.SF,0,normal
34:40.1,0.09,TCP  ,OPENSTACK_NET,59262,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
34:40.6,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49626,7,556,1,.AP.SF,0,normal
34:40.6,0.058,TCP  ,OPENSTACK_NET,49626,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
34:40.6,0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49627,7,702,1,.AP.SF,0,normal
34:40.6,0.063,TCP  ,OPENSTACK_NET,49627,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
37:42.8,0,TCP  ,19328_106,6495,EXT_SERVER,23,1,46,1,....S.,0,suspicious
37:42.8,0,TCP  ,EXT_SERVER,23,19328_106,6495,1,40,1,.A.R..,0,suspicious
37:36.8,11.332,TCP  ,18851_139,14870,EXT_SERVER,22,14,2021,1,.APRSF,0,suspicious
37:36.8,11.332,TCP  ,EXT_SERVER,22,18851_139,14870,20,4221,1,.AP.SF,0,suspicious
35:19.2,9.977,TCP  ,10006_27,11896,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
35:19.2,9.977,TCP  ,EXT_SERVER,22,10006_27,11896,19,3185,1,.AP.SF,0,suspicious
38:33.0,11.068,TCP  ,18851_139,56540,EXT_SERVER,22,14,3008,1,.APRSF,0,suspicious
38:33.0,11.068,TCP  ,EXT_SERVER,22,18851_139,56540,17,4606,1,.AP.SF,0,suspicious
35:39.7,15.295,TCP  ,18851_139,13915,EXT_SERVER,22,17,2297,1,.AP.SF,0,suspicious
35:39.7,15.295,TCP  ,EXT_SERVER,22,18851_139,13915,26,3843,1,.AP.SF,0,suspicious
36:13.7,0.025,TCP  ,EXT_SERVER,80,10569_97,54183,5,769,1,.AP.SF,0,unknown
36:13.7,0.025,TCP  ,10569_97,54183,EXT_SERVER,80,5,333,1,.AP.SF,0,unknown
36:21.5,8.911,TCP  ,10006_27,53892,EXT_SERVER,22,16,2215,1,.AP.SF,0,suspicious
36:21.5,8.911,TCP  ,EXT_SERVER,22,10006_27,53892,19,3185,1,.AP.SF,0,suspicious
39:31.2,0,TCP  ,EXT_SERVER,23,19329_37,2907,1,40,1,.A.R..,0,suspicious
39:31.2,0,TCP  ,19329_37,2907,EXT_SERVER,23,1,46,1,....S.,0,suspicious
36:40.1,0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59295,7,561,1,.AP.SF,0,normal
36:40.1,0.068,TCP  ,OPENSTACK_NET,59295,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
36:40.1,0.088,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59296,7,1725,1,.AP.SF,0,normal
36:40.1,0.088,TCP  ,OPENSTACK_NET,59296,EXT_SERVER,8000,5,533,1,.AP.SF,0,normal
36:40.6,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49662,7,561,1,.AP.SF,0,normal
36:40.6,0.057,TCP  ,OPENSTACK_NET,49662,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
39:31.1,32.711,TCP  ,18851_139,50805,EXT_SERVER,22,15,2289,1,.APRSF,0,suspicious
39:31.1,32.711,TCP  ,EXT_SERVER,22,18851_139,50805,29,6765,1,.AP.SF,0,suspicious
40:07.9,0.001,TCP  ,19330_75,26987,EXT_SERVER,5358,1,46,1,....S.,0,suspicious
40:07.9,0.001,TCP  ,EXT_SERVER,5358,19330_75,26987,1,40,1,.A.R..,0,suspicious
37:25.9,10.314,TCP  ,10006_27,56503,EXT_SERVER,22,18,2331,1,.AP.SF,0,suspicious
37:25.9,10.314,TCP  ,EXT_SERVER,22,10006_27,56503,18,3185,1,.AP.SF,0,suspicious
37:40.1,0.088,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59313,7,702,1,.AP.SF,0,normal
37:40.1,0.088,TCP  ,OPENSTACK_NET,59313,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
37:40.1,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59314,7,556,1,.AP.SF,0,normal
37:40.1,0.058,TCP  ,OPENSTACK_NET,59314,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
37:40.6,0.062,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49679,7,702,1,.AP.SF,0,normal
37:40.6,0.062,TCP  ,OPENSTACK_NET,49679,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
37:40.6,0.061,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49680,7,556,1,.AP.SF,0,normal
37:40.6,0.061,TCP  ,OPENSTACK_NET,49680,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
40:23.4,17.604,TCP  ,18851_139,33554,EXT_SERVER,22,17,2968,1,.APRS.,0,suspicious
40:23.4,17.604,TCP  ,EXT_SERVER,22,18851_139,33554,29,5234,1,.AP.S.,0,suspicious
40:30.6,9.423,TCP  ,10006_27,17300,EXT_SERVER,22,16,2221,1,.APRSF,0,suspicious
40:30.6,9.423,TCP  ,EXT_SERVER,22,10006_27,17300,21,3342,1,.AP.SF,0,suspicious
37:41.7,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59315,7,639,1,.AP.SF,0,normal
37:41.7,0.057,TCP  ,OPENSTACK_NET,59315,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
37:42.1,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49681,7,639,1,.AP.SF,0,normal
37:42.1,0.049,TCP  ,OPENSTACK_NET,49681,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
41:15.5,0.001,TCP  ,19331_92,18783,EXT_SERVER,23,1,46,1,....S.,0,suspicious
41:15.5,0.001,TCP  ,EXT_SERVER,23,19331_92,18783,1,40,1,.A.R..,0,suspicious
38:27.6,9.077,TCP  ,10006_27,48172,EXT_SERVER,22,19,2383,1,.AP.SF,0,suspicious
38:27.6,9.077,TCP  ,EXT_SERVER,22,10006_27,48172,20,3289,1,.AP.SF,0,suspicious
43:12.5,30.996,TCP  ,19332_79,27305,EXT_SERVER,22,1,46,1,....S.,0,suspicious
43:12.5,30.996,TCP  ,EXT_SERVER,22,19332_79,27305,6,264,1,.A..S.,0,suspicious
41:56.7,0.001,TCP  ,19333_213,24490,EXT_SERVER,23,1,46,1,....S.,0,suspicious
41:56.7,0.001,TCP  ,EXT_SERVER,23,19333_213,24490,1,40,1,.A.R..,0,suspicious
42:21.0,0,TCP  ,19334_2,24510,EXT_SERVER,7547,1,46,1,....S.,0,suspicious
42:21.0,0,TCP  ,EXT_SERVER,7547,19334_2,24510,1,40,1,.A.R..,0,suspicious
39:29.3,8.649,TCP  ,10006_27,34823,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
39:29.3,8.649,TCP  ,EXT_SERVER,22,10006_27,34823,19,3185,1,.AP.SF,0,suspicious
43:03.9,0,TCP  ,19335_90,19879,EXT_SERVER,23,1,46,1,....S.,0,suspicious
43:03.9,0,TCP  ,EXT_SERVER,23,19335_90,19879,1,40,1,.A.R..,0,suspicious
43:10.6,7.891,TCP  ,18851_139,57420,EXT_SERVER,22,7,1029,1,.APRSF,0,suspicious
43:10.6,7.891,TCP  ,EXT_SERVER,22,18851_139,57420,7,1413,1,.AP.SF,0,suspicious
40:40.1,0.08,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59364,7,702,1,.AP.SF,0,normal
40:40.1,0.08,TCP  ,OPENSTACK_NET,59364,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
40:40.1,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59365,7,556,1,.AP.SF,0,normal
40:40.1,0.058,TCP  ,OPENSTACK_NET,59365,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
40:40.6,0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49730,7,556,1,.AP.SF,0,normal
40:40.6,0.054,TCP  ,OPENSTACK_NET,49730,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
40:40.6,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49729,7,702,1,.AP.SF,0,normal
40:40.6,0.058,TCP  ,OPENSTACK_NET,49729,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
44:07.7,21.826,TCP  ,18851_139,47591,EXT_SERVER,22,15,2141,1,.APRSF,0,suspicious
44:07.7,21.826,TCP  ,EXT_SERVER,22,18851_139,47591,27,6509,1,.AP.SF,0,suspicious
41:19.0,12.85,TCP  ,18851_139,25021,EXT_SERVER,22,18,2487,1,.AP.SF,0,suspicious
41:19.0,12.85,TCP  ,EXT_SERVER,22,18851_139,25021,24,4465,1,.AP.SF,0,suspicious
41:40.1,0.076,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59382,7,561,1,.AP.SF,0,normal
41:40.1,0.076,TCP  ,OPENSTACK_NET,59382,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
41:40.1,0.095,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59383,7,1725,1,.AP.SF,0,normal
41:40.1,0.095,TCP  ,OPENSTACK_NET,59383,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
41:40.6,0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49747,7,561,1,.AP.SF,0,normal
41:40.6,0.054,TCP  ,OPENSTACK_NET,49747,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
41:33.2,9.409,TCP  ,10006_27,62638,EXT_SERVER,22,16,2215,1,.AP.SF,0,suspicious
41:33.2,9.409,TCP  ,EXT_SERVER,22,10006_27,62638,19,3185,1,.AP.SF,0,suspicious
41:43.2,2.31,TCP  ,17626_160,32424,EXT_SERVER,22,12,1586,1,  0xdb,0,suspicious
41:43.2,2.31,TCP  ,EXT_SERVER,22,17626_160,32424,12,2545,1,.AP.SF,0,suspicious
42:15.7,29.023,TCP  ,18851_139,11280,EXT_SERVER,22,18,2451,1,.AP.SF,0,suspicious
42:15.7,29.023,TCP  ,EXT_SERVER,22,18851_139,11280,31,5897,1,.AP.SF,0,suspicious
42:36.1,10.358,TCP  ,10006_27,51187,EXT_SERVER,22,16,2231,1,.AP.SF,0,suspicious
42:36.1,10.358,TCP  ,EXT_SERVER,22,10006_27,51187,21,3301,1,.AP.SF,0,suspicious
45:43.4,9.189,TCP  ,10006_27,51977,EXT_SERVER,22,16,2209,1,.APRSF,0,suspicious
45:43.4,9.189,TCP  ,EXT_SERVER,22,10006_27,51977,20,3237,1,.AP.SF,0,suspicious
46:16.9,2.815,TCP  ,EXT_SERVER,445,19336_105,4289,2,80,1,.A.R..,0,suspicious
46:16.9,2.815,TCP  ,19336_105,4289,EXT_SERVER,445,2,96,1,....S.,0,suspicious
46:19.7,0,TCP  ,19263_53,56116,EXT_SERVER,23,1,46,1,....S.,0,suspicious
46:19.7,0,TCP  ,EXT_SERVER,23,19263_53,56116,1,40,1,.A.R..,0,suspicious
43:40.1,0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59416,7,702,1,.AP.SF,0,normal
43:40.1,0.075,TCP  ,OPENSTACK_NET,59416,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
43:40.1,0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59417,7,556,1,.AP.SF,0,normal
43:40.1,0.059,TCP  ,OPENSTACK_NET,59417,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
43:40.6,0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49781,7,702,1,.AP.SF,0,normal
43:40.6,0.06,TCP  ,OPENSTACK_NET,49781,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
43:40.6,0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49782,7,556,1,.AP.SF,0,normal
43:40.6,0.056,TCP  ,OPENSTACK_NET,49782,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
43:41.3,0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,59418,7,639,1,.AP.SF,0,normal
43:41.3,0.05,TCP  ,OPENSTACK_NET,59418,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
43:41.8,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49783,7,639,1,.AP.SF,0,normal
43:41.8,0.049,TCP  ,OPENSTACK_NET,49783,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
43:40.5,8.837,TCP  ,10006_27,30792,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
43:40.5,8.837,TCP  ,EXT_SERVER,22,10006_27,30792,19,3185,1,.AP.SF,0,suspicious
46:57.0,0,TCP  ,EXT_SERVER,465,15790_226,39757,1,40,1,.A.R..,0,suspicious
46:57.0,0,TCP  ,15790_226,39757,EXT_SERVER,465,1,46,1,....S.,0,suspicious
46:55.1,7.686,TCP  ,18851_139,17006,EXT_SERVER,22,11,1523,1,.APRSF,0,suspicious
46:55.1,7.686,TCP  ,EXT_SERVER,22,18851_139,17006,12,3501,1,.AP.SF,0,suspicious
47:05.9,0,TCP  ,19337_144,9265,EXT_SERVER,23,1,46,1,....S.,0,suspicious
47:05.9,0,TCP  ,EXT_SERVER,23,19337_144,9265,1,40,1,.A.R..,0,suspicious
47:42.1,0,TCP  ,19338_65,35229,EXT_SERVER,5358,1,46,1,....S.,0,suspicious
47:42.1,0,TCP  ,EXT_SERVER,5358,19338_65,35229,1,40,1,.A.R..,0,suspicious
44:43.4,9.05,TCP  ,10006_27,19091,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
